0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.998205823026541483e-01,7.161209267773568709e-08,2.050752287812499150e-06,3.670955093921661472e-02,-1.259304068602064113e-02,-5.553400758542079152e-02,-2.138852691004001793e-06,-3.779436380921828535e-03,-3.774992981009739606e-03,-3.778008227017195207e-03,-3.776421134914317856e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.996381565321679874e-01,1.053076627454754993e-06,-1.125726235360011089e-06,7.440493965660886777e-02,-2.505923847330581225e-02,-1.116862816970683181e-01,-4.939446006999469979e-08,-7.649463074363822834e-03,-7.586051360668865338e-03,-7.630391429193271458e-03,-7.605123005839408909e-03,0.000000000000000000e+00
0.000000000000000000e+00,2.210131565321679925e-01,1.053076627454754993e-06,-3.536066170316770214e-06,5.244049396566088372e-01,-4.750592384733058338e-01,3.383137183029316652e-01,-3.220365083132712998e-07,4.423505369256361952e-01,4.424139486393311449e-01,4.423696085708067605e-01,4.423948769941605796e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.224600297258174375e-01,5.903225608648380226e-06,-9.076425633770779819e-06,6.740799992417452202e-01,-7.111070250679253357e-01,3.855061939525865067e-01,-1.387855935074163994e-07,4.726650086984655608e-01,4.730204534412155715e-01,4.727718965734828416e-01,4.729135655661979021e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.229846395843138318e-01,1.381505454902790663e-05,-1.827037249414715671e-05,7.810556811450513059e-01,-8.559440022730898656e-01,3.849659562055541273e-01,3.716051245160271600e-07,4.834712414459613750e-01,4.843030568409367742e-01,4.837213703336090131e-01,4.840529279532885254e-01,0.000000000000000000e+00
1.305362502424477980e-05,2.232429025148519597e-01,2.567255190943750479e-05,-3.214645840980473788e-05,8.716764144699101768e-01,-9.623445004656949742e-01,3.631066206556743947e-01,1.498575724481605533e-06,4.885566320795033390e-01,4.900922191771468484e-01,4.890183670991229414e-01,4.896304841575266353e-01,0.000000000000000000e+00
3.116741029945425121e-05,2.233538559290641212e-01,4.199441966863489057e-05,-5.135671625900053674e-05,9.522253666112604487e-01,-1.043638336622187746e+00,3.269588731830987971e-01,2.885693914207362888e-06,4.904045193506685330e-01,4.929166846703377236e-01,4.911598883631705381e-01,4.921613156578351633e-01,0.000000000000000000e+00
5.513734059273450088e-05,2.233613892079788221e-01,6.346750620524352837e-05,-7.678411764199755889e-05,1.025270053951421678e+00,-1.105798372846645172e+00,2.799124115255763323e-01,4.626667482818160653e-06,4.899175181821999181e-01,4.937219881420591427e-01,4.910614523805088005e-01,4.925780539437497052e-01,0.000000000000000000e+00
8.573546634769226580e-05,2.232863614706765143e-01,9.074809296134384246e-05,-1.093820606330026104e-04,1.092018655373908187e+00,-1.152147955057283735e+00,2.240670643118086447e-01,6.903231606402129650e-06,4.875140614415369722e-01,4.929682056657395672e-01,4.891540073626104435e-01,4.913282597446655964e-01,0.000000000000000000e+00
1.237030761945750275e-04,2.231401709948718781e-01,1.244579885909468341e-04,-1.502211529985135409e-04,1.153040703259843758e+00,-1.184793169584241301e+00,1.609443506452912231e-01,1.004506089289383044e-05,4.834142545010257086e-01,4.909154487528080701e-01,4.856696753606697392e-01,4.886600278931635954e-01,0.000000000000000000e+00
1.697261415817653623e-04,2.229295635201548054e-01,1.651640833024872561e-04,-2.006540427631175170e-04,1.208568919735321989e+00,-1.205201929413094453e+00,9.176472420203631020e-02,1.471915830510866700e-05,4.777417509442681287e-01,4.877244434679687268e-01,4.807432299165045331e-01,4.847229644957319339e-01,0.000000000000000000e+00
2.243593862743182340e-04,2.226586045879198894e-01,2.133135576549394469e-04,-2.628200283794020534e-04,1.258653436527388481e+00,-1.214477734319429514e+00,1.756710772755748495e-02,2.251039829434346978e-05,4.705672727087062968e-01,4.834960405060678146e-01,4.744543853317482740e-01,4.796089278830253932e-01,0.000000000000000000e+00
