0.000000000000000000e+00,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.997308783936765086e-01,-1.627170620466245190e-17,-4.553198087673947834e-16,5.506328920062038973e-02,-1.888924084727945998e-02,-8.329950895351474760e-02,4.987659501996424099e-16,-5.665718027862818099e-03,-5.665718027863849392e-03,-5.665718027863123410e-03,-5.665718027863462548e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.994553946499620922e-01,-2.111158470263774530e-17,-5.128264601728134305e-16,1.122762911608985170e-01,-3.748707349112734288e-02,-1.679158065595659777e-01,5.529152354684162274e-16,-1.146537579027123721e-02,-1.146537579027256774e-02,-1.146537579027163273e-02,-1.146537579027208029e-02,0.000000000000000000e+00
0.000000000000000000e+00,2.232053946499620856e-01,-2.111158470263774530e-17,-4.911141814240814301e-16,6.122762911608985448e-01,-5.374870734911273429e-01,3.320841934404340501e-01,3.144932561027707121e-16,4.885346242097287628e-01,4.885346242097274305e-01,4.885346242097283742e-01,4.885346242097279301e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.249376326407329374e-01,-2.694025558191981615e-17,-4.991335028818842585e-16,8.043624244785934074e-01,-8.209369585242554113e-01,3.641067108597028090e-01,2.945102237025790923e-16,5.250027924364834009e-01,5.250027924364817355e-01,5.250027924364829568e-01,5.250027924364824017e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.254097244366788932e-01,-2.385244779468110063e-17,-4.917454871810445810e-16,9.390294396444618386e-01,-9.773576450293118834e-01,3.282944542287413725e-01,3.006985434691478187e-16,5.349415670879769102e-01,5.349415670879754670e-01,5.349415670879764662e-01,5.349415670879760221e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.255169250475238529e-01,-2.919539610068966660e-17,-5.056514730693984935e-16,1.051441556066176064e+00,-1.079093008869543624e+00,2.617730998879849724e-01,3.100949277931020348e-16,5.371984220531339504e-01,5.371984220531321741e-01,5.371984220531332843e-01,5.371984220531327292e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.254026092564060668e-01,-2.532696274926138604e-17,-4.944896275357913515e-16,1.148583491364976394e+00,-1.143095820211197822e+00,1.744583280561666783e-01,2.887103387301277061e-16,5.347917738190751669e-01,5.347917738190736126e-01,5.347917738190746118e-01,5.347917738190740566e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.251166489658980863e-01,-2.204833537966521965e-17,-4.554393130242047637e-16,1.232601130956372248e+00,-1.176939311910391472e+00,7.172667372484747839e-02,2.654613618057743788e-16,5.287715571768014655e-01,5.287715571768001332e-01,5.287715571768010214e-01,5.287715571768005773e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.246805292292703427e-01,-1.611558109182453951e-17,-4.294219675340184187e-16,1.303994046880883495e+00,-1.185002111215347931e+00,-4.259210694760208471e-02,2.762367382177743552e-16,5.195900890372698866e-01,5.195900890372688874e-01,5.195900890372695535e-01,5.195900890372692205e-01,0.000000000000000000e+00
