0.000000000000000000e+00,1.570796326794896558e+00,0.000000000000000000e+00,-1.144325124070083299e-01,0.000000000000000000e+00,-5.126293812495145152e-01
0.000000000000000000e+00,1.523670866194722473e+00,0.000000000000000000e+00,-9.951376845601681009e-02,3.129725989398647914e-17,-5.087598742811028085e-01
0.000000000000000000e+00,1.477669737905101810e+00,0.000000000000000000e+00,-8.546651572320071444e-02,3.803485788834059363e-17,-5.030738471011561019e-01
0.000000000000000000e+00,1.977673038378990222e+00,0.000000000000000000e+00,-9.965894340877921864e-02,3.731835268963243279e-17,-3.591628274436297064e-01
0.000000000000000000e+00,1.918336297417651659e+00,0.000000000000000000e+00,-1.009532030559771171e-01,4.341166117702199303e-17,-3.469448956351434132e-01
0.000000000000000000e+00,1.860777740348855680e+00,0.000000000000000000e+00,-1.001958581697068168e-01,4.008004887165557099e-17,-3.363645579959921306e-01
0.000000000000000000e+00,1.804944079214383379e+00,0.000000000000000000e+00,-9.890202348375844166e-02,4.588189471197981783e-17,-3.263219200003883436e-01
0.000000000000000000e+00,1.750783622969865894e+00,0.000000000000000000e+00,-9.734902748720096477e-02,4.164512045794250060e-17,-3.165962358387152120e-01
0.000000000000000000e+00,1.698246229629060355e+00,0.000000000000000000e+00,-9.565345527826836503e-02,3.707783270946397931e-17,-3.071008552668333391e-01
0.000000000000000000e+00,1.647283259842249548e+00,0.000000000000000000e+00,-9.388409293500697694e-02,3.028650602044714829e-17,-2.978021112989060470e-01
0.000000000000000000e+00,1.597847531865783210e+00,0.000000000000000000e+00,-9.208872655144378916e-02,2.855443751901367306e-17,-2.886963668650018855e-01
0.000000000000000000e+00,1.549893277881078779e+00,0.000000000000000000e+00,-9.030225151844056830e-02,-1.832149162414412787e-17,-2.797982862378778912e-01
0.000000000000000000e+00,1.503376101622638350e+00,0.000000000000000000e+00,-8.855018844985179660e-02,-1.554721803335692218e-17,-2.711322423587638752e-01
0.000000000000000000e+00,1.458252937275849037e+00,0.000000000000000000e+00,-8.685163809937190837e-02,-2.130248632895254113e-17,-2.627259651194158163e-01
0.000000000000000000e+00,1.414482009606526258e+00,0.000000000000000000e+00,-8.522264534428172778e-02,-1.798820784601445017e-17,-2.546069077264944691e-01
0.000000000000000000e+00,1.372022795285273933e+00,0.000000000000000000e+00,-8.367992007691063550e-02,-1.440441629404474859e-17,-2.468016032313091468e-01
0.000000000000000000e+00,1.330835985370863117e+00,0.000000000000000000e+00,-8.224449071613884610e-02,-1.120168364359471338e-17,-2.393377980978341757e-01
0.000000000000000000e+00,1.290883448917899745e+00,0.000000000000000000e+00,-8.094332065432648105e-02,-1.877514093859997400e-17,-2.322480913626329690e-01
0.000000000000000000e+00,1.252128197675075993e+00,0.000000000000000000e+00,-7.979695692600333179e-02,-2.352937118508769866e-17,-2.255670397519467518e-01
0.000000000000000000e+00,1.214534351841339843e+00,0.000000000000000000e+00,-7.873102092189802892e-02,-1.549890995137685842e-17,-2.192734346109190824e-01
0.000000000000000000e+00,1.178067106848263990e+00,0.000000000000000000e+00,-7.729755059715232024e-02,-4.182995839334762908e-18,-2.130525160797745732e-01
0.000000000000000000e+00,1.142692701137872913e+00,0.000000000000000000e+00,-7.525951848077101769e-02,4.348954055667608983e-18,-2.066205625933518752e-01
0.000000000000000000e+00,1.108378384906092862e+00,0.000000000000000000e+00,-7.319589217583119534e-02,-7.845618470217171562e-19,-2.003318159924544484e-01
0.000000000000000000e+00,1.075092389782881019e+00,0.000000000000000000e+00,-7.117878356482977564e-02,2.343369843605539447e-17,-1.942319785644674446e-01
0.000000000000000000e+00,1.042803899420976288e+00,0.000000000000000000e+00,-6.920870983092662632e-02,3.800619228220568091e-17,-1.883162123698034485e-01
0.000000000000000000e+00,1.011483020966028379e+00,0.000000000000000000e+00,-6.728570627170180063e-02,5.286310928137304984e-17,-1.825795602327192069e-01
0.000000000000000000e+00,9.811007573817086547e-01,0.000000000000000000e+00,-6.540960008820750904e-02,5.710344442473142052e-17,-1.770171071559006881e-01
0.000000000000000000e+00,9.516289806041611232e-01,0.000000000000000000e+00,-6.358005295919447186e-02,6.268030919374017172e-17,-1.716239896556672750e-01
0.000000000000000000e+00,9.230404055009593378e-01,0.000000000000000000e+00,-6.179659446770277564e-02,5.963305614783260183e-17,-1.663954046530851105e-01
0.000000000000000000e+00,8.953085646104480544e-01,0.000000000000000000e+00,-6.005864931146876612e-02,7.107041449517653807e-17,-1.613266181328773252e-01
0.000000000000000000e+00,8.684077836380872384e-01,0.000000000000000000e+00,-5.836555949948483285e-02,6.881191327291630436e-17,-1.564129731962675407e-01
0.000000000000000000e+00,8.423131576871135673e-01,0.000000000000000000e+00,-5.671660247084498591e-02,7.453364421019816580e-17,-1.516498972653560762e-01
0.000000000000000000e+00,8.170005282015119219e-01,0.000000000000000000e+00,-5.511100589358011725e-02,7.376389654189416728e-17,-1.470329083095597567e-01
0.000000000000000000e+00,7.924464605999497202e-01,0.000000000000000000e+00,-5.354795975922901213e-02,7.509868825005539979e-17,-1.425576200459532372e-01
0.000000000000000000e+00,7.686282225799738743e-01,0.000000000000000000e+00,-5.202662627398844247e-02,7.702714951461156697e-17,-1.382197461218405976e-01
0.000000000000000000e+00,7.455237630723744457e-01,0.000000000000000000e+00,-5.054614795389216625e-02,7.654952190620952527e-17,-1.340151033256708202e-01
0.000000000000000000e+00,7.231116918262401327e-01,0.000000000000000000e+00,-4.910565425533802014e-02,7.665851302525236574e-17,-1.299396138962130576e-01
0.000000000000000000e+00,7.013712596057982696e-01,0.000000000000000000e+00,-4.770426701023598032e-02,8.028528092501365637e-17,-1.259893070134224802e-01
0.000000000000000000e+00,6.802823389807097776e-01,0.000000000000000000e+00,-4.634110488447788084e-02,7.174187283515279786e-17,-1.221603195604843983e-01
0.000000000000000000e+00,6.598254056920355159e-01,0.000000000000000000e+00,-4.501528703725754532e-02,6.882422753132944341e-17,-1.184488962473374402e-01
0.000000000000000000e+00,6.399815205766150594e-01,0.000000000000000000e+00,-4.372593612531272544e-02,6.753087422693036452e-17,-1.148513891831931671e-01
0.000000000000000000e+00,6.207323120331369459e-01,0.000000000000000000e+00,-4.247218076899691996e-02,6.819679028182406137e-17,-1.113642569804721150e-01
0.000000000000000000e+00,6.020599590136510582e-01,0.000000000000000000e+00,-4.125315757509299963e-02,7.032041896260627267e-17,-1.079840634661002330e-01
0.000000000000000000e+00,5.839471745247909462e-01,0.000000000000000000e+00,-4.006801279346952627e-02,7.057392800933387493e-17,-1.047074760689276907e-01
0.000000000000000000e+00,5.663771896234219838e-01,0.000000000000000000e+00,-3.891590367030504233e-02,7.476705998860805170e-17,-1.015312639446521309e-01
0.000000000000000000e+00,5.493337378919040948e-01,0.000000000000000000e+00,-3.779599954898606173e-02,7.348299638020629045e-17,-9.845229589236241530e-02
0.000000000000000000e+00,5.328010403785946592e-01,0.000000000000000000e+00,-3.670748276041712471e-02,7.368905007409925176e-17,-9.546753810991079336e-02
0.000000000000000000e+00,5.167637909896437565e-01,0.000000000000000000e+00,-3.564954933692663502e-02,7.412006840263037279e-17,-9.257405182889399953e-02
0.000000000000000000e+00,5.012071423185702201e-01,0.000000000000000000e+00,-3.462140957784939910e-02,7.496539971568814817e-17,-8.976899086414723283e-02
0.000000000000000000e+00,4.861166919004870635e-01,0.000000000000000000e+00,-3.362228848994046337e-02,7.460322588644751591e-17,-8.704959910737643247e-02
0.000000000000000000e+00,4.714784688782541200e-01,0.000000000000000000e+00,-3.265142612180343962e-02,7.443837541099447751e-17,-8.441320798984762452e-02
0.000000000000000000e+00,4.572789210682193239e-01,0.000000000000000000e+00,-3.170807780827623878e-02,7.565141079634223937e-17,-8.185723393491545208e-02
0.000000000000000000e+00,4.435049024135642726e-01,0.000000000000000000e+00,-3.079151433811375127e-02,7.432326156646821411e-17,-7.937917581755478402e-02
0.000000000000000000e+00,4.301436608136466888e-01,0.000000000000000000e+00,-2.990102205616553682e-02,7.361165094949105610e-17,-7.697661244493565758e-02
0.000000000000000000e+00,4.171828263180658580e-01,0.000000000000000000e+00,-2.903590290951134356e-02,7.346621189915447013e-17,-7.464720006938008190e-02
0.000000000000000000e+00,4.046103996745261111e-01,0.000000000000000000e+00,-2.819547444558796398e-02,7.185198707484112114e-17,-7.238866994274224809e-02
0.000000000000000000e+00,3.924147412198927265e-01,0.000000000000000000e+00,-2.737906976916639618e-02,7.265295690904269313e-17,-7.019882591929578475e-02
0.000000000000000000e+00,3.805845601041571991e-01,0.000000000000000000e+00,-2.658603746406754814e-02,7.173403409066228252e-17,-6.807554211255781307e-02
0.000000000000000000e+00,3.691089038373336351e-01,0.000000000000000000e+00,-2.581574148469457236e-02,6.794121686051072392e-17,-6.601676061009396912e-02
0.000000000000000000e+00,3.579771481496109020e-01,0.000000000000000000e+00,-2.506756102178883672e-02,6.639770991411126252e-17,-6.402048924918583850e-02
0.000000000000000000e+00,3.471789871553717099e-01,0.000000000000000000e+00,-2.434089034624756925e-02,6.360534534223768914e-17,-6.208479945528407040e-02
0.000000000000000000e+00,3.367044238119726862e-01,0.000000000000000000e+00,-2.363513863436431106e-02,6.109156219918920527e-17,-6.020782414437413077e-02
0.000000000000000000e+00,3.265437606644513435e-01,0.000000000000000000e+00,-2.294972977745190351e-02,5.826842823591746239e-17,-5.838775568973330471e-02
0.000000000000000000e+00,3.166875908675955142e-01,0.000000000000000000e+00,-2.228410217845439717e-02,5.688845764122757889e-17,-5.662284395303446294e-02
0.000000000000000000e+00,3.071267894770541851e-01,0.000000000000000000e+00,-2.163770853787324103e-02,5.244156001451574108e-17,-5.491139437932092415e-02
0.000000000000000000e+00,2.978525050014401154e-01,0.000000000000000000e+00,-2.101001563106920378e-02,5.235798314931049423e-17,-5.325176615505099881e-02
0.000000000000000000e+00,2.888561512075891735e-01,0.000000000000000000e+00,-2.040050407879289915e-02,4.839201837488979479e-17,-5.164237042813693557e-02
0.000000000000000000e+00,2.801293991714023379e-01,0.000000000000000000e+00,-1.980866811260864960e-02,4.567453905934416868e-17,-5.008166858871229699e-02
0.000000000000000000e+00,2.716641695669018142e-01,0.000000000000000000e+00,-1.923401533672068273e-02,4.482309361800630605e-17,-4.856817060920203682e-02
0.000000000000000000e+00,2.634526251863668067e-01,0.000000000000000000e+00,-1.867606648757413890e-02,4.222803085799435283e-17,-4.710043344216858358e-02
0.000000000000000000e+00,2.554871636846230420e-01,0.000000000000000000e+00,-1.813435519249278344e-02,3.754630798230094207e-17,-4.567705947433099017e-02
0.000000000000000000e+00,2.477604105407677226e-01,0.000000000000000000e+00,-1.760842772852075008e-02,3.798125402049055493e-17,-4.429669503511213940e-02
